index,name,constellation,right_ascension,declination,apparent_magnitude,absolute_magnitude,distance_light_year,spectral_class
77,34 Cam,Auriga,5.996063888888889,55.321083333333334,6.42,1.32,342.0,A5m
78,22 Aur,Auriga,5.389683333333334,28.936833333333333,6.45,0.15,593.0,B9Vs
79,6 Aur,Auriga,5.0064472222222225,39.654666666666664,6.46,-1.45,1244.0,K5III
80,ψ8 Aur,Auriga,6.899186111111111,38.50508333333333,6.46,-0.56,825.0,B9.5sp...
81,V403 Aur,Auriga,5.951361111111111,49.029444444444444,6.47,0.21,583.0,G8III
82,18 Aur,Auriga,5.323255555555555,33.98544444444445,6.49,2.2,235.0,A7V
83,42 Aur,Auriga,6.292966666666667,46.42391666666666,6.53,2.24,235.0,F0V
84,HD 40979,Auriga,6.074983333333333,44.260444444444445,6.74,4.13,109.0,F8V
85,LY Aur,Auriga,5.495180861111111,35.37502472222222,6.85,-2.09,2000.0,O9.5+O9.5eaII-III
87,25 Cam,Auriga,5.732941666666667,54.86483333333334,6.94,0.25,709.0,A0
88,AB Aur,Auriga,4.9294,30.551191666666668,7.06,1.27,469.0,A0Vpe
89,33 Cam,Auriga,5.9612694444444445,55.65669444444444,7.15,0.39,734.0,A0
90,V420 Aur,Auriga,5.376452916666667,37.676008055555556,7.45,-4.5,8000.0,B0IVpe
91,EO Aur,Auriga,5.305851527777778,36.632037777777775,7.83,0.001,1200.0,B5
92,HD 45350,Auriga,6.479363888888889,38.96297222222223,7.88,4.43,160.0,G5IV
93,HD 43691,Auriga,6.3263,41.092305555555555,8.03,3.18,304.0,G0IV-V
94,HD 49674,Auriga,6.858477777777777,40.86775,8.1,5.05,133.0,G5V
95,MZ Aur,Auriga,5.342509833333333,36.63223083333333,8.16,-2.28,4000.0,B1.5IVnp
96,IU Aur,Auriga,5.464555694444445,34.78284722222222,8.39,1.73,700.0,B3Vnne
98,V423 Aur,Auriga,5.386129555555556,35.70896444444445,8.68,-3.85,9000.0,B8
99,KELT-2A,Auriga,6.1775,30.956944444444442,8.77,3.23,419.0,F7V
100,WASP-12,Auriga,6.509166666666666,29.672222222222224,11.69,3.54,1393.0,G0
101,HAT-P-9,Auriga,7.3445775,37.14060277777778,12.34,3.93,1564.8,F
102,NX Aur,Auriga,5.384517222222223,33.47956388888889,14.1,1.1,13000.0,B4Ve
103,GD 66,Auriga,5.3439749999999995,30.806694444444446,15.56,12.02,166.0,DA
0,α Cae,Caelum,4.676061111111111,-41.86358333333334,4.44,2.92,66.0,F2IV
1,γ1 Cae,Caelum,5.073419444444444,-35.48286111111111,4.55,0.78,185.0,K2III
2,β Cae,Caelum,4.700958333333333,-37.144777777777776,5.04,2.83,90.0,F3V
3,δ Cae,Caelum,4.513916666666667,-44.95375,5.07,-1.62,710.0,B2IV-V
4,HD 30080,Caelum,4.719252777777778,-30.76538888888889,5.66,-1.14,748.0,K3III
5,HD 31093,Caelum,4.857833333333333,-34.90622222222222,5.82,1.1,286.0,A2/A3V
6,HD 32515,Caelum,5.039669444444445,-31.771527777777777,5.92,0.9,329.0,K2III
7,HD 32453,Caelum,5.026258333333334,-39.71813888888889,6.02,0.77,366.0,G8III
8,HD 30432,Caelum,4.765416666666667,-39.35658333333333,6.04,1.12,315.0,K1III
9,ν Cae,Caelum,4.837827777777777,-41.321000000000005,6.06,2.47,171.0,F1III-IV
10,HD 28454,Caelum,4.451644444444445,-46.94683333333333,6.1,3.54,106.0,F8V
11,HD 31529,Caelum,4.915227777777778,-39.62866666666667,6.11,-1.35,1012.0,K3III
12,HD 28700,Caelum,4.4889,-46.51536111111111,6.13,0.73,392.0,K1III
13,λ Cae,Caelum,4.728961111111111,-41.06480555555555,6.24,-0.27,652.0,K3/K4III
14,HD 32820,Caelum,5.064983333333333,-41.745333333333335,6.3,3.82,102.0,F8V
15,X Cae,Caelum,5.073927777777778,-35.705194444444444,6.32,1.27,334.0,F2IV/V
16,ζ Cae,Caelum,4.7970999999999995,-30.02061111111111,6.35,0.36,513.0,K0III
17,HD 28246,Caelum,4.421972222222222,-44.161055555555556,6.38,3.54,121.0,F6V
18,HD 29559,Caelum,4.6220138888888895,-41.87305555555555,6.4,1.2,358.0,A3Vs...
19,RV Cae,Caelum,4.4693000000000005,-41.959833333333336,6.41,-1.18,1072.0,M1III
20,R Cae,Caelum,4.675022222222222,-38.235255555555554,6.7,-2.25,1763.0,M6e
21,HD 30786,Caelum,4.819933333333333,-34.311836111111106,6.8,-0.63,999.0,K1III
24,HD 30669,Caelum,4.807913888888889,-28.419294444444446,9.11,5.29,190.0,G8/K0V
27,U Cae,Caelum,4.887336111111111,-37.821088888888895,12.44,0.8,6930.0,A9-F0III
0,β Cam,Camelopardalis,5.056972222222222,60.442277777777775,4.03,-3.4,997.0,G0Ib
1,CS Cam,Camelopardalis,3.484480555555556,59.94033333333333,4.21,-6.39,4289.0,B9Ia
2,α Cam,Camelopardalis,4.900836111111111,66.34266666666666,4.26,-7.38,6936.0,O9.5Ia SB:
3,BE Cam,Camelopardalis,3.825358333333333,65.526,4.39,-2.97,964.0,M1III
4,7 Cam,Camelopardalis,4.954783333333333,53.75208333333333,4.43,-0.88,376.0,A1V
5,CE Cam,Camelopardalis,3.4985416666666667,58.878750000000004,4.55,-4.85,2470.0,A0Ia SB:
6,HD 49878,Camelopardalis,7.001069444444444,76.97744444444444,4.55,0.76,187.0,K4III
7,γ Cam,Camelopardalis,3.8393,71.33236111111111,4.59,-0.47,335.0,A2IVn
8,BK Cam,Camelopardalis,3.3331277777777775,65.65233333333335,4.74,-2.21,801.0,B2.5Vne
9,HD 42818,Camelopardalis,6.314105555555555,69.32002777777777,4.76,1.1,176.0,A0Vn
10,HD 23089,Camelopardalis,3.767313888888889,63.34505555555556,4.78,-2.17,799.0,A3V...
11,VZ Cam,Camelopardalis,7.517911111111111,82.41155555555557,4.92,-0.89,473.0,M4IIIa
12,HD 24479,Camelopardalis,3.957066666666667,63.072250000000004,4.95,-0.13,338.0,B9.5V
13,HD 24480,Camelopardalis,3.952302777777778,61.108916666666666,4.99,-3.78,1852.0,K3I-II
14,HD 25291,Camelopardalis,4.074211111111111,59.155499999999996,5.0,-3.63,1734.0,F0II
15,BD Cam,Camelopardalis,3.7025972222222223,63.216750000000005,5.06,-0.95,520.0,S5.3 SB:
16,3 Cam,Camelopardalis,4.665191666666667,53.07958333333334,5.07,-0.84,495.0,K0III SB
17,HD 33564,Camelopardalis,5.376049999999999,79.23075,5.08,3.47,68.0,F6V
18,HD 21447,Camelopardalis,3.500063888888889,55.45183333333333,5.09,1.25,191.0,A1V
19,43 Cam,Camelopardalis,6.895066666666666,68.88830555555556,5.11,-2.32,1000.0,B7III
20,CQ Cam,Camelopardalis,3.4112666666666667,64.586,5.13,-2.79,1249.0,M0II
21,42 Cam,Camelopardalis,6.849191666666666,67.57191666666667,5.14,-1.98,867.0,B4IV
22,HD 106112,Camelopardalis,12.203308333333332,77.61619444444445,5.14,2.5,110.0,A5m
23,HD 26764,Camelopardalis,4.278641666666666,53.611805555555556,5.2,0.03,353.0,A2Vn
24,31 Cam,Camelopardalis,5.916063888888889,59.888416666666664,5.2,-0.27,405.0,A2V
25,11 Cam,Camelopardalis,5.1023499999999995,58.972388888888894,5.22,-1.35,671.0,B2.5Ve
26,16 Cam,Camelopardalis,5.3910638888888895,57.54452777777777,5.24,0.15,340.0,A0Vn
27,HD 90089,Camelopardalis,10.518061111111113,82.55852777777777,5.25,3.59,70.0,F2V
28,HD 27022,Camelopardalis,4.344544444444444,65.14044444444446,5.26,0.22,333.0,G5III
29,4 Cam,Camelopardalis,4.800061111111111,56.757527777777774,5.29,1.81,162.0,A3m
30,37 Cam,Camelopardalis,6.166386111111112,58.93563888888889,5.35,0.2,349.0,G8III
31,2 Cam,Camelopardalis,4.666119444444445,53.47325,5.36,0.71,277.0,A8V
32,36 Cam,Camelopardalis,6.214180555555556,65.7185,5.36,-1.11,642.0,K2II-III
33,40 Cam,Camelopardalis,6.261252777777778,59.999027777777776,5.37,-0.55,498.0,K3III
34,[[HD 64307,Camelopardalis,8.003266666666667,73.918,5.37,-1.29,700.0,K3III
35,Σ 1694 A,Camelopardalis,12.8205,83.41286111111111,5.38,0.54,303.0,A1IIIsh
36,HD 64486,Camelopardalis,8.079775,79.47975,5.39,0.36,330.0,B9IVs
37,HD 23277,Camelopardalis,3.820472222222222,70.87119444444444,5.4,0.4,325.0,A2m
38,HD 27245,Camelopardalis,4.363216666666666,60.73588888888889,5.4,-0.18,427.0,M0III
39,17 Cam,Camelopardalis,5.502836111111111,63.06722222222223,5.43,-1.85,931.0,M1III
40,BN Cam,Camelopardalis,5.206236111111111,73.94675000000001,5.44,0.14,374.0,B9p Si
41,HD 46588,Camelopardalis,6.770686111111111,79.56627777777777,5.44,4.18,58.0,F7V
42,HD 30442,Camelopardalis,4.8681027777777786,63.50563888888889,5.47,-0.46,499.0,M2III
43,5 Cam,Camelopardalis,4.917538888888889,55.25913888888889,5.52,-1.02,661.0,B9.5V
44,HD 89571,Camelopardalis,10.495058333333333,84.2521111111111,5.52,2.47,133.0,F0IV
45,HD 68375,Camelopardalis,8.325613888888888,75.7568611111111,5.55,0.79,292.0,G8III
46,HD 37289,Camelopardalis,5.707347222222222,65.69769444444445,5.62,0.96,279.0,K5III
47,HD 58425,Camelopardalis,7.514638888888889,68.46572222222223,5.63,-0.08,453.0,K2III
48,HD 34255,Camelopardalis,5.339613888888889,62.65372222222222,5.64,-3.27,1976.0,K4Iab:
49,HD 26670,Camelopardalis,4.281541666666667,61.85002777777778,5.69,0.2,409.0,B5Vn
50,HD 50885,Camelopardalis,7.022611111111111,70.80833333333334,5.69,-0.04,457.0,K4III
51,HD 26755,Camelopardalis,4.285575,57.86047222222222,5.72,1.18,263.0,K1III
52,HD 22764,Camelopardalis,3.7118694444444444,59.96938888888889,5.74,-3.41,2203.0,K3.5IIIb + K3V
53,HD 117566,Camelopardalis,13.449227777777779,78.64380555555556,5.74,0.98,292.0,G2.5IIIb
54,HD 31134,Camelopardalis,4.9353,52.86972222222222,5.75,-0.08,478.0,A2Vs
55,HD 45866,Camelopardalis,6.674677777777778,77.99580555555556,5.75,-0.5,579.0,K5III
57,HD 104985,Camelopardalis,12.087427777777778,76.90594444444444,5.78,0.74,333.0,G9III
58,HD 23005,Camelopardalis,3.7668944444444445,67.20188888888889,5.79,2.07,181.0,F0IV
59,HD 24141,Camelopardalis,3.8953305555555557,57.97536111111111,5.8,2.21,170.0,A5m
60,HD 35541,Camelopardalis,5.303680555555555,73.26813888888888,5.81,0.6,359.0,A0V
61,HD 23523,Camelopardalis,3.8268388888888887,63.29711111111111,5.82,1.57,231.0,A5Vn
62,HD 25274,Camelopardalis,4.100880555555555,68.67997222222223,5.88,-0.53,623.0,K2III
63,HD 46509,Camelopardalis,6.675622222222223,71.74875,5.88,-0.66,663.0,K0III
64,HD 27322,Camelopardalis,4.364394444444444,56.50630555555556,5.91,1.02,310.0,A3V
65,HD 28780,Camelopardalis,4.606730555555555,64.26161111111111,5.91,0.24,443.0,A1V
66,Σ 1694 B,Camelopardalis,12.818552777777777,83.41780555555556,5.92,1.75,222.0,A0V
67,HD 120565,Camelopardalis,13.706372222222221,82.7525,5.92,0.68,364.0,G9III
68,26 Cam,Camelopardalis,5.775102777777778,56.115722222222225,5.93,2.07,193.0,A4Vn
69,51 Cam,Camelopardalis,7.777788888888889,65.45563888888888,5.93,0.89,332.0,K2III:
70,HD 28204,Camelopardalis,4.558505555555556,72.52883333333334,5.94,0.65,373.0,A8m
71,HD 29678,Camelopardalis,4.813961111111111,75.94155555555555,5.96,2.66,149.0,A9IV
72,HD 21819,Camelopardalis,3.560861111111111,54.97486111111111,5.98,1.82,222.0,A3V
73,HD 32356,Camelopardalis,5.108238888888889,61.16994444444444,6.0,-0.19,563.0,K5II
74,HD 105943,Camelopardalis,12.183358333333334,81.70983333333334,6.0,-1.64,1101.0,K5III:
75,53 Cam,Camelopardalis,8.028469444444445,60.32441666666667,6.02,1.05,321.0,A3Vp...
76,HD 31662,Camelopardalis,5.026672222222222,61.07844444444445,6.03,3.19,120.0,F4V + M0V
77,HD 44472,Camelopardalis,6.470691666666667,70.53527777777778,6.03,-0.12,553.0,A4V + G1V
78,HD 26076,Camelopardalis,4.229113888888889,72.12622222222221,6.05,0.8,365.0,K1III
79,HD 31312,Camelopardalis,5.038830555555555,74.26927777777777,6.05,-0.37,628.0,K5III
80,24 Cam,Camelopardalis,5.717127777777778,56.58144444444445,6.05,2.11,200.0,K0III
81,HD 26553,Camelopardalis,4.2505,57.46036111111111,6.06,-1.96,1309.0,G2-3II
82,12 Cam,Camelopardalis,5.103372222222222,59.02141666666667,6.08,-0.33,625.0,K0III
83,HD 26553,Camelopardalis,3.7922555555555553,55.92205555555555,6.09,0.48,431.0,B9Vnn
84,8 Cam,Camelopardalis,4.996205555555556,53.15547222222222,6.09,-0.77,767.0,K4III
85,HD 65448,Camelopardalis,8.041894444444445,63.090333333333334,6.09,0.07,522.0,G1III
86,HD 31590,Camelopardalis,5.077680555555555,74.067,6.1,0.02,537.0,A1V
87,HD 99945,Camelopardalis,11.530855555555556,81.12716666666665,6.12,2.24,195.0,A2m
88,15 Cam,Camelopardalis,5.324402777777777,58.117416666666664,6.13,-1.02,879.0,B5V
89,HD 21427,Camelopardalis,3.5030361111111112,59.366055555555555,6.14,1.07,337.0,A0V + A2V
90,HD 25425,Camelopardalis,4.110780555555555,65.52086111111112,6.14,0.41,457.0,A4Vm
91,30 Cam,Camelopardalis,5.8714611111111115,58.96413888888889,6.14,0.02,545.0,A0Vs
92,HD 33618,Camelopardalis,5.253161111111111,59.405722222222224,6.15,1.28,307.0,K2III-IV
93,19 Cam,Camelopardalis,5.620852777777778,64.15486111111112,6.15,0.86,372.0,A0V
94,HD 72582,Camelopardalis,8.661844444444444,73.62991666666666,6.16,0.97,355.0,G7III
95,HD 33266,Camelopardalis,5.217452777777778,61.85002777777778,6.17,0.34,477.0,A2III
96,23 Cam,Camelopardalis,5.735683333333333,61.47652777777778,6.17,1.23,318.0,G5III:
97,HD 27402,Camelopardalis,4.382752777777777,59.61627777777778,6.18,0.86,378.0,A4V + F6V
98,HD 38284,Camelopardalis,5.817966666666666,62.80819444444444,6.18,0.67,412.0,A4V
99,HD 36384,Camelopardalis,5.662144444444444,75.04380555555555,6.19,-0.06,579.0,M0III
100,HD 31675,Camelopardalis,5.047316666666666,66.82377777777778,6.2,3.97,91.0,F6V:
101,HD 31563,Camelopardalis,5.070213888888889,73.76394444444445,6.21,-1.84,1331.0,M0III
102,FR Cam,Camelopardalis,12.005233333333333,80.85327777777778,6.21,-0.79,819.0,M2III
103,HD 38645,Camelopardalis,5.882080555555556,68.47163888888889,6.22,0.7,415.0,G9III
104,HD 39429,Camelopardalis,5.959708333333333,66.09613888888889,6.24,0.66,427.0,K3III
105,HD 25948,Camelopardalis,4.156155555555556,54.82908333333334,6.25,2.87,155.0,F5V
106,HD 115337,Camelopardalis,13.207072222222221,80.47127777777779,6.25,-0.37,686.0,K0Ib
107,HD 36496,Camelopardalis,5.621125,66.69672222222222,6.26,1.76,259.0,A8Vn
108,HD 45947,Camelopardalis,6.632011111111112,73.6956388888889,6.26,3.51,116.0,F4V
109,HD 104904,Camelopardalis,12.074591666666667,85.58691666666667,6.27,1.86,249.0,F9III
110,HD 27855,Camelopardalis,4.450238888888889,57.58533333333334,6.28,-0.54,755.0,A0III + A9V?
111,HD 40055,Camelopardalis,6.085922222222222,75.58594444444444,6.28,-0.44,720.0,K4III
112,HD 67934,Camelopardalis,8.409197222222222,82.43083333333334,6.28,-0.31,679.0,A2Vn
113,KZ Cam,Camelopardalis,3.6388055555555554,56.932805555555554,6.29,0.13,557.0,B9p
114,HD 25877,Camelopardalis,4.1576611111111115,59.90808333333333,6.29,-1.3,1072.0,G8II
115,HD 55075,Camelopardalis,7.4227694444444445,81.25752777777778,6.3,-0.73,832.0,A0III
116,HD 76990,Camelopardalis,9.2559,84.18100000000001,6.3,1.53,294.0,F0IV
117,HD 23662,Camelopardalis,3.861597222222222,68.50752777777778,6.31,-0.7,821.0,B9IVp
118,HD 24164,Camelopardalis,3.9417583333333335,71.82163888888888,6.31,2.42,196.0,A5Vm
119,HD 25602,Camelopardalis,4.110161111111111,54.00888888888889,6.31,1.36,319.0,K0III-IV
120,HD 71973,Camelopardalis,8.61355,74.72372222222222,6.31,1.69,273.0,A5IV-V + G6V
121,HD 86321,Camelopardalis,10.142888888888889,83.91836111111111,6.31,-0.85,883.0,K5III
122,HD 30144,Camelopardalis,4.801927777777777,55.602833333333336,6.32,2.78,166.0,F2V
123,HD 40827,Camelopardalis,6.085619444444444,59.39333333333333,6.32,0.52,471.0,K0+IIICN1-
124,HD 26101,Camelopardalis,4.2144111111111116,68.50113888888889,6.33,0.96,387.0,K1III
125,HD 111112,Camelopardalis,12.740527777777777,80.62113888888888,6.33,0.57,462.0,A5m
126,HD 30085,Camelopardalis,4.843441666666666,70.94158333333334,6.36,-0.13,647.0,B9III
127,HD 32781,Camelopardalis,5.243205555555556,76.47277777777778,6.36,0.81,421.0,A0III:
128,HD 54070,Camelopardalis,7.232775,71.81652777777778,6.36,0.94,396.0,K0.5III
129,47 Cam,Camelopardalis,7.371441666666667,59.90197222222222,6.36,2.13,229.0,A8Vm
130,HD 21794,Camelopardalis,3.561452777777778,57.86863888888889,6.37,2.09,234.0,F7V
131,HD 32715,Camelopardalis,5.162369444444445,64.91994444444445,6.37,3.38,129.0,F3V:
132,HD 77246,Camelopardalis,9.186869444444445,80.82894444444445,6.37,1.93,252.0,F2IV
133,HD 34200,Camelopardalis,5.344636111111111,66.74680555555555,6.39,1.04,384.0,G6III
134,HD 30752,Camelopardalis,4.886055555555555,52.84119444444445,6.4,0.37,523.0,A2V
135,HD 69054,Camelopardalis,8.369305555555556,74.82025,6.4,0.63,466.0,K0III + G2V
136,HD 20104,Camelopardalis,3.2920944444444444,65.65836111111112,6.41,0.1,596.0,A2V + A4V
137,HD 40956,Camelopardalis,6.110888888888889,63.45380555555556,6.42,0.9,414.0,G9III
138,HD 79517,Camelopardalis,9.33216111111111,74.01675,6.42,1.14,370.0,G8III
139,HD 21903,Camelopardalis,3.5836222222222225,60.04138888888889,6.43,2.69,183.0,F3V
140,HD 32518,Camelopardalis,5.160172222222222,69.63955555555556,6.44,1.09,383.0,K1III
141,18 Cam,Camelopardalis,5.542688888888889,57.221611111111116,6.44,3.23,143.0,F8V
142,HD 21769,Camelopardalis,3.5589416666666667,58.76536111111111,6.45,-0.4,763.0,A4III
143,HD 65299,Camelopardalis,8.281655555555556,84.05769444444444,6.45,0.24,568.0,A3IV
144,HD 23594,Camelopardalis,3.822147222222222,57.11833333333333,6.46,0.4,531.0,B9V
145,HD 29329,Camelopardalis,4.766775,76.61136111111111,6.46,3.92,105.0,F7V
146,HD 118686,Camelopardalis,13.578558333333334,76.54669444444444,6.46,-1.03,1025.0,K5III:
147,HD 57742,Camelopardalis,7.457177777777778,66.33157222222222,6.47,-0.72,893.0,B9V
148,HD 34450,Camelopardalis,5.416508333333334,73.70719444444445,6.48,-1.45,1254.0,M0.5IIIbBa0.5
149,39 Cam,Camelopardalis,6.187119444444445,60.45352777777778,6.48,-1.47,1268.0,M2III
150,HD 21203,Camelopardalis,3.473211111111111,60.255722222222225,6.49,-0.61,858.0,B9V + A1
151,HD 25225,Camelopardalis,4.119658333333333,74.00035833333334,6.49,1.0,409.0,G8III
152,14 Cam,Camelopardalis,5.225358333333333,62.69113888888889,6.49,1.91,268.0,A7Vn
153,HD 38058,Camelopardalis,5.792294444444444,63.598847222222226,6.49,0.64,482.0,G9III
154,HD 52030,Camelopardalis,7.097686111111111,70.731925,6.49,-0.58,847.0,K5III
155,HD 40568,Camelopardalis,6.051197222222222,57.01841666666667,6.5,0.31,565.0,G7-8III
156,49 Cam,Camelopardalis,7.774294444444444,62.83066666666667,6.5,1.95,265.0,F0p SrEu
157,29 Cam,Camelopardalis,5.842747222222222,56.91894444444444,6.53,0.88,441.0,A4IV-V
159,6 Cam,Camelopardalis,4.947077777777778,55.824111111111115,6.63,0.39,874.0,K4III
160,HD 24064,Camelopardalis,3.9433333333333334,74.08,6.75,-0.36,862.0,K4III
161,28 Cam,Camelopardalis,5.781833333333333,56.924,6.79,0.39,622.0,A7V
162,22 Cam,Camelopardalis,5.651497222222223,56.36036111111111,7.03,3.14,196.0,F5
164,HD 35759,Camelopardalis,5.525833333333333,64.28277777777778,7.74,3.44,236.0,F9/G0V
0,β Cnc,Cancer,8.27526388888889,9.185666666666666,3.53,-1.22,290.0,K4III
1,δ Cnc,Cancer,8.744752777777776,18.15486111111111,3.94,0.84,136.0,K0III
2,ι Cnc A,Cancer,8.778286111111113,28.76,4.03,-0.77,298.0,G8Iab:
3,α Cnc,Cancer,8.974777777777778,11.857777777777777,4.26,0.63,173.0,A5m
4,γ Cnc,Cancer,8.721447222222222,21.46858333333333,4.66,1.23,181.0,A1IV
5,ζ Cnc,Cancer,8.203530555555554,17.648138888888887,4.67,2.63,83.0,F7V+F9V+G0V+?
6,HD 71115,Cancer,8.43188611111111,7.564527777777777,5.13,-0.08,359.0,G8II
7,8 Cnc,Cancer,8.084586111111111,13.118361111111112,5.14,1.09,210.0,A1V
8,χ Cnc,Cancer,8.334408333333334,27.21861111111111,5.14,3.84,59.0,F6V
9,ξ Cnc,Cancer,9.155980555555557,22.045444444444446,5.16,-0.18,380.0,K0III
10,ο1 Cnc,Cancer,8.954141666666667,15.322722222222222,5.22,1.77,160.0,A5III
11,ρ2 Cnc,Cancer,8.927691666666666,27.927555555555557,5.23,-1.0,574.0,G8II-III
12,σ3 Cnc,Cancer,8.99241111111111,32.418638888888886,5.23,0.27,320.0,G9III
13,κ Cnc,Cancer,9.129116666666667,10.668222222222221,5.23,-0.63,484.0,B8IIImnp
14,μ2 Cnc,Cancer,8.1294,21.581972222222223,5.3,3.46,76.0,G2IV
15,θ Cnc,Cancer,8.526602777777779,18.094555555555555,5.33,-0.57,494.0,K5III
16,η Cnc,Cancer,8.545144444444444,20.441277777777778,5.33,0.43,312.0,K3III
17,82 Cnc,Cancer,9.253855555555555,14.941527777777779,5.36,-1.3,701.0,K1III
18,57 Cnc,Cancer,8.904083333333334,30.579166666666666,5.4,0.15,365.0,G7III
19,τ Cnc,Cancer,9.133352777777777,29.65422222222222,5.42,0.91,260.0,G8III
20,60 Cnc,Cancer,8.9321,11.626055555555556,5.44,-0.82,582.0,K5III
21,σ2 Cnc,Cancer,8.949063888888888,32.910583333333335,5.44,1.56,195.0,A7IV
22,ν Cnc,Cancer,9.045630555555556,24.452944444444444,5.45,-0.28,457.0,A0pSi
23,27 Cnc,Cancer,8.445541666666667,12.654861111111112,5.56,-1.98,1052.0,M3III
24,φ1 Cnc,Cancer,8.441036111111112,27.89386111111111,5.58,0.15,398.0,K5III
25,3 Cnc,Cancer,8.013141666666666,17.308722222222222,5.6,-1.12,721.0,K3III
26,15 Cnc,Cancer,8.219130555555555,29.65658333333333,5.62,-1.52,872.0,B9p SiCr
27,45 Cnc,Cancer,8.720094444444445,12.68086111111111,5.62,-1.87,1028.0,A3V+...
28,49 Cnc,Cancer,8.745844444444444,10.081722222222222,5.63,0.15,408.0,A1p...
29,σ1 Cnc,Cancer,8.876283333333333,32.474111111111114,5.67,1.69,204.0,A8Vms
30,ο2 Cnc,Cancer,8.959766666666665,15.581222222222221,5.68,2.22,161.0,F0IV
31,υ1 Cnc,Cancer,8.525158333333334,24.081222222222223,5.71,1.4,237.0,F0IIIn
32,ψ2 Cnc,Cancer,8.174230555555555,25.508166666666668,5.73,2.61,137.0,G8IV
33,1 Cnc,Cancer,7.949852777777778,15.790388888888888,5.8,0.04,462.0,K3III
34,HD 69994,Cancer,8.339147222222223,20.747833333333336,5.8,-0.17,510.0,K1III
35,HD 77445,Cancer,9.045783333333333,7.2982499999999995,5.85,-0.69,664.0,K3III:
36,ω1 Cnc,Cancer,8.015519444444445,25.392833333333332,5.87,-1.82,660.0,G8III:
37,50 Cnc,Cancer,8.78223888888889,12.110083333333334,5.89,1.96,199.0,A1V
38,66 Cnc,Cancer,9.023369444444445,32.25230555555556,5.89,-0.08,509.0,A2V
39,HD 72945,Cancer,8.597513888888889,6.620527777777778,5.91,3.79,87.0,F8V
40,λ Cnc,Cancer,8.342263888888889,24.02236111111111,5.92,0.37,419.0,B9.5V
41,36 Cnc,Cancer,8.618275,9.655583333333334,5.92,0.17,461.0,A3V
42,20 Cnc,Cancer,8.389408333333332,18.332277777777776,5.94,0.52,395.0,A9V
43,29 Cnc,Cancer,8.477041666666667,14.210861111111111,5.94,1.07,308.0,A5V
44,75 Cnc,Cancer,9.146505555555555,26.63,5.95,3.47,102.0,G5IV
45,1 LMi,Cancer,8.63861111111111,32.802027777777774,5.96,0.7,367.0,K2III:
46,55 Cnc,Cancer,8.876702777777778,28.33138888888889,5.96,5.47,41.0,G8V
47,μ1 Cnc,Cancer,8.10511111111111,22.6355,5.97,-0.45,626.0,M3III
48,5 Cnc,Cancer,8.025080555555556,16.455333333333332,5.99,0.19,472.0,B9.5Vn
49,HD 68461,Cancer,8.216594444444445,16.51436111111111,6.03,-0.02,528.0,G8III
50,HD 72617,Cancer,8.570375,8.452361111111111,6.04,2.22,189.0,F3IV
51,79 Cnc,Cancer,9.17246111111111,21.99641666666667,6.04,0.49,420.0,G8III
52,RS Cnc,Cancer,9.177447222222222,30.96322222222222,6.04,0.61,397.0,M6S
53,HD 65257,Cancer,7.975411111111112,16.518694444444442,6.05,-2.11,1399.0,K0
54,HD 65522,Cancer,7.993075,13.242194444444443,6.05,1.22,301.0,K2
55,28 Cnc,Cancer,8.476888888888888,24.145055555555555,6.05,1.45,271.0,F0Vn
56,67 Cnc,Cancer,9.030244444444445,27.902777777777775,6.07,2.23,191.0,A8Vn
57,HD 68099,Cancer,8.187944444444444,9.821277777777777,6.08,-1.06,872.0,B6III
58,21 Cnc,Cancer,8.398669444444444,10.632111111111112,6.11,-1.56,1113.0,M2III
59,25 Cnc,Cancer,8.430552777777777,17.04663888888889,6.11,2.85,147.0,F6V
60,46 Cnc,Cancer,8.75595,30.69775,6.12,0.3,477.0,G5III
61,φ2 Cnc A,Cancer,8.44641111111111,26.935472222222224,6.14,1.5,276.0,A3V
62,HD 80546,Cancer,9.357547222222221,32.90219444444444,6.16,1.22,317.0,K3III
63,HD 76508,Cancer,8.952305555555554,17.143833333333333,6.17,0.82,384.0,K1III
